Id,Nodes,Syr_dat,Tyr_dat,Source,Target
639,"n1770,n10",2020,2010,n1770,n10
640,"n1803,n10",2021,2010,n1803,n10
641,"n1805,n10",2020,2010,n1805,n10
642,"n1806,n10",2021,2010,n1806,n10
643,"n1809,n10",2021,2010,n1809,n10
644,"n1827,n10",2021,2010,n1827,n10
645,"n1835,n10",2020,2010,n1835,n10
646,"n184,n10",2011,2010,n184,n10
647,"n190,n10",2014,2010,n190,n10
648,"n198,n10",2017,2010,n198,n10
649,"n199,n10",2014,2010,n199,n10
650,"n202,n10",2014,2010,n202,n10
651,"n217,n10",2014,2010,n217,n10
652,"n218,n10",2012,2010,n218,n10
653,"n228,n10",2014,2010,n228,n10
654,"n242,n10",2014,2010,n242,n10
655,"n244,n10",2013,2010,n244,n10
656,"n252,n10",2010,2010,n252,n10
657,"n255,n10",2012,2010,n255,n10
658,"n256,n10",2013,2010,n256,n10
659,"n260,n10",2014,2010,n260,n10
660,"n27,n10",2010,2010,n27,n10
661,"n272,n10",2016,2010,n272,n10
662,"n276,n10",2013,2010,n276,n10
663,"n278,n10",2013,2010,n278,n10
664,"n282,n10",2015,2010,n282,n10
665,"n304,n10",2014,2010,n304,n10
666,"n307,n10",2011,2010,n307,n10
667,"n31,n10",2010,2010,n31,n10
668,"n315,n10",2016,2010,n315,n10
669,"n316,n10",2011,2010,n316,n10
670,"n322,n10",2013,2010,n322,n10
671,"n328,n10",2011,2010,n328,n10
672,"n333,n10",2012,2010,n333,n10
673,"n334,n10",2016,2010,n334,n10
674,"n341,n10",2013,2010,n341,n10
675,"n346,n10",2015,2010,n346,n10
676,"n349,n10",2012,2010,n349,n10
677,"n353,n10",2015,2010,n353,n10
678,"n371,n10",2010,2010,n371,n10
679,"n384,n10",2014,2010,n384,n10
680,"n389,n10",2012,2010,n389,n10
681,"n419,n10",2015,2010,n419,n10
682,"n437,n10",2014,2010,n437,n10
683,"n443,n10",2014,2010,n443,n10
684,"n449,n10",2014,2010,n449,n10
685,"n45,n10",2015,2010,n45,n10
686,"n450,n10",2012,2010,n450,n10
687,"n452,n10",2012,2010,n452,n10
688,"n453,n10",2014,2010,n453,n10
689,"n459,n10",2016,2010,n459,n10
690,"n469,n10",2014,2010,n469,n10
691,"n470,n10",2016,2010,n470,n10
692,"n500,n10",2012,2010,n500,n10
693,"n501,n10",2015,2010,n501,n10
694,"n508,n10",2013,2010,n508,n10
695,"n517,n10",2015,2010,n517,n10
696,"n544,n10",2016,2010,n544,n10
697,"n559,n10",2014,2010,n559,n10
698,"n575,n10",2013,2010,n575,n10
699,"n578,n10",2016,2010,n578,n10
700,"n58,n10",2011,2010,n58,n10
701,"n580,n10",2016,2010,n580,n10
702,"n586,n10",2013,2010,n586,n10
703,"n589,n10",2015,2010,n589,n10
704,"n59,n10",2012,2010,n59,n10
705,"n590,n10",2014,2010,n590,n10
706,"n594,n10",2014,2010,n594,n10
707,"n607,n10",2016,2010,n607,n10
708,"n61,n10",2016,2010,n61,n10
709,"n623,n10",2017,2010,n623,n10
710,"n629,n10",2016,2010,n629,n10
711,"n636,n10",2013,2010,n636,n10
712,"n637,n10",2015,2010,n637,n10
713,"n639,n10",2015,2010,n639,n10
714,"n64,n10",2011,2010,n64,n10
715,"n642,n10",2012,2010,n642,n10
716,"n648,n10",2016,2010,n648,n10
717,"n649,n10",2016,2010,n649,n10
718,"n653,n10",2016,2010,n653,n10
719,"n663,n10",2020,2010,n663,n10
720,"n664,n10",2014,2010,n664,n10
721,"n674,n10",2014,2010,n674,n10
722,"n676,n10",2016,2010,n676,n10
723,"n683,n10",2015,2010,n683,n10
724,"n684,n10",2015,2010,n684,n10
725,"n685,n10",2016,2010,n685,n10
726,"n687,n10",2015,2010,n687,n10
727,"n688,n10",2012,2010,n688,n10
728,"n69,n10",2012,2010,n69,n10
729,"n693,n10",2016,2010,n693,n10
730,"n695,n10",2017,2010,n695,n10
731,"n697,n10",2014,2010,n697,n10
732,"n700,n10",2017,2010,n700,n10
733,"n702,n10",2012,2010,n702,n10
734,"n71,n10",2012,2010,n71,n10
735,"n745,n10",2017,2010,n745,n10
736,"n752,n10",2016,2010,n752,n10
737,"n755,n10",2015,2010,n755,n10
738,"n762,n10",2015,2010,n762,n10
739,"n77,n10",2015,2010,n77,n10
740,"n792,n10",2018,2010,n792,n10
741,"n799,n10",2013,2010,n799,n10
742,"n80,n10",2014,2010,n80,n10
743,"n807,n10",2014,2010,n807,n10
744,"n809,n10",2013,2010,n809,n10
745,"n816,n10",2018,2010,n816,n10
746,"n823,n10",2014,2010,n823,n10
747,"n83,n10",2013,2010,n83,n10
748,"n873,n10",2013,2010,n873,n10
749,"n874,n10",2014,2010,n874,n10
750,"n879,n10",2017,2010,n879,n10
751,"n882,n10",2017,2010,n882,n10
752,"n892,n10",2017,2010,n892,n10
753,"n895,n10",2014,2010,n895,n10
754,"n896,n10",2017,2010,n896,n10
755,"n901,n10",2018,2010,n901,n10
756,"n904,n10",2016,2010,n904,n10
757,"n905,n10",2017,2010,n905,n10
758,"n915,n10",2017,2010,n915,n10
759,"n918,n10",2018,2010,n918,n10
760,"n92,n10",2012,2010,n92,n10
761,"n921,n10",2018,2010,n921,n10
762,"n936,n10",2018,2010,n936,n10
763,"n937,n10",2014,2010,n937,n10
764,"n939,n10",2013,2010,n939,n10
765,"n982,n10",2012,2010,n982,n10
766,"n984,n10",2016,2010,n984,n10
767,"n988,n10",2017,2010,n988,n10
768,"n989,n10",2016,2010,n989,n10
769,"n992,n10",2017,2010,n992,n10
770,"n998,n10",2015,2010,n998,n10
771,"n1060,n100",2016,2008,n1060,n100
772,"n1071,n100",2018,2008,n1071,n100
773,"n112,n100",2013,2008,n112,n100
774,"n114,n100",2012,2008,n114,n100
775,"n1220,n100",2019,2008,n1220,n100
776,"n1234,n100",2018,2008,n1234,n100
777,"n1272,n100",2016,2008,n1272,n100
778,"n1372,n100",2020,2008,n1372,n100
779,"n1402,n100",2020,2008,n1402,n100
780,"n1540,n100",2020,2008,n1540,n100
781,"n156,n100",2010,2008,n156,n100
782,"n1566,n100",2018,2008,n1566,n100
783,"n160,n100",2012,2008,n160,n100
784,"n1642,n100",2019,2008,n1642,n100
785,"n1693,n100",2020,2008,n1693,n100
786,"n170,n100",2014,2008,n170,n100
787,"n1752,n100",2020,2008,n1752,n100
788,"n1821,n100",2020,2008,n1821,n100
789,"n202,n100",2014,2008,n202,n100
790,"n21,n100",2010,2008,n21,n100
791,"n217,n100",2014,2008,n217,n100
792,"n232,n100",2012,2008,n232,n100
793,"n276,n100",2013,2008,n276,n100
794,"n28,n100",2010,2008,n28,n100
795,"n371,n100",2010,2008,n371,n100
796,"n380,n100",2012,2008,n380,n100
797,"n42,n100",2009,2008,n42,n100
798,"n440,n100",2011,2008,n440,n100
799,"n443,n100",2014,2008,n443,n100
800,"n446,n100",2014,2008,n446,n100
801,"n485,n100",2017,2008,n485,n100
802,"n508,n100",2013,2008,n508,n100
803,"n525,n100",2014,2008,n525,n100
804,"n534,n100",2015,2008,n534,n100
805,"n560,n100",2015,2008,n560,n100
806,"n565,n100",2015,2008,n565,n100
807,"n621,n100",2016,2008,n621,n100
808,"n624,n100",2015,2008,n624,n100
809,"n655,n100",2015,2008,n655,n100
810,"n681,n100",2015,2008,n681,n100
811,"n694,n100",2013,2008,n694,n100
812,"n804,n100",2014,2008,n804,n100
813,"n809,n100",2013,2008,n809,n100
814,"n896,n100",2017,2008,n896,n100
815,"n92,n100",2012,2008,n92,n100
816,"n977,n100",2014,2008,n977,n100
817,"n982,n100",2012,2008,n982,n100
818,"n983,n100",2015,2008,n983,n100
819,"n1607,n1000",2021,2017,n1607,n1000
820,"n1877,n1000",2020,2017,n1877,n1000
821,"n1545,n1001",2021,2018,n1545,n1001
822,"n1251,n1002",2018,2014,n1251,n1002
823,"n1335,n1002",2019,2014,n1335,n1002
824,"n1653,n1002",2021,2014,n1653,n1002
825,"n1233,n1003",2018,2004,n1233,n1003
826,"n434,n1003",2013,2004,n434,n1003
827,"n946,n1003",2006,2004,n946,n1003
828,"n1299,n1004",2018,2017,n1299,n1004
829,"n1768,n1004",2021,2017,n1768,n1004
830,"n1774,n1004",2019,2017,n1774,n1004
831,"n1578,n1006",2020,2019,n1578,n1006
832,"n1347,n1007",2017,2015,n1347,n1007
833,"n728,n1007",2016,2015,n728,n1007
834,"n1603,n1008",2018,2015,n1603,n1008
835,"n1080,n1009",2014,2013,n1080,n1009
836,"n1104,n1009",2014,2013,n1104,n1009
837,"n1427,n1009",2017,2013,n1427,n1009
838,"n1811,n1009",2021,2013,n1811,n1009
839,"n295,n1009",2014,2013,n295,n1009
840,"n517,n1009",2015,2013,n517,n1009
841,"n836,n1009",2014,2013,n836,n1009
842,"n1006,n101",2019,2010,n1006,n101
843,"n1008,n101",2015,2010,n1008,n101
844,"n1011,n101",2012,2010,n1011,n101
845,"n1138,n101",2016,2010,n1138,n101
846,"n1233,n101",2018,2010,n1233,n101
847,"n1240,n101",2018,2010,n1240,n101
848,"n1270,n101",2015,2010,n1270,n101
849,"n1350,n101",2016,2010,n1350,n101
850,"n1378,n101",2014,2010,n1378,n101
851,"n1534,n101",2017,2010,n1534,n101
852,"n1538,n101",2016,2010,n1538,n101
853,"n157,n101",2013,2010,n157,n101
854,"n1640,n101",2019,2010,n1640,n101
855,"n1650,n101",2017,2010,n1650,n101
856,"n1716,n101",2020,2010,n1716,n101
857,"n1751,n101",2020,2010,n1751,n101
858,"n1784,n101",2021,2010,n1784,n101
859,"n1810,n101",2020,2010,n1810,n101
860,"n187,n101",2015,2010,n187,n101
861,"n244,n101",2013,2010,n244,n101
862,"n256,n101",2013,2010,n256,n101
863,"n278,n101",2013,2010,n278,n101
864,"n338,n101",2017,2010,n338,n101
865,"n378,n101",2012,2010,n378,n101
866,"n379,n101",2014,2010,n379,n101
867,"n405,n101",2016,2010,n405,n101
868,"n471,n101",2015,2010,n471,n101
869,"n476,n101",2014,2010,n476,n101
870,"n525,n101",2014,2010,n525,n101
871,"n530,n101",2015,2010,n530,n101
872,"n548,n101",2013,2010,n548,n101
873,"n562,n101",2013,2010,n562,n101
874,"n60,n101",2011,2010,n60,n101
875,"n658,n101",2016,2010,n658,n101
876,"n659,n101",2019,2010,n659,n101
877,"n667,n101",2015,2010,n667,n101
878,"n686,n101",2015,2010,n686,n101
879,"n765,n101",2013,2010,n765,n101
880,"n767,n101",2015,2010,n767,n101
881,"n823,n101",2014,2010,n823,n101
882,"n832,n101",2017,2010,n832,n101
883,"n84,n101",2013,2010,n84,n101
884,"n853,n101",2014,2010,n853,n101
885,"n904,n101",2016,2010,n904,n101
886,"n956,n101",2018,2010,n956,n101
887,"n1078,n1010",2018,2017,n1078,n1010
888,"n1102,n1010",2019,2017,n1102,n1010
889,"n1311,n1010",2018,2017,n1311,n1010
890,"n1360,n1010",2019,2017,n1360,n1010
891,"n1480,n1010",2018,2017,n1480,n1010
892,"n1575,n1010",2020,2017,n1575,n1010
893,"n1581,n1010",2019,2017,n1581,n1010
894,"n1608,n1010",2021,2017,n1608,n1010
895,"n1685,n1010",2020,2017,n1685,n1010
896,"n922,n1010",2018,2017,n922,n1010
897,"n1031,n1011",2017,2012,n1031,n1011
898,"n1233,n1011",2018,2012,n1233,n1011
899,"n137,n1011",2014,2012,n137,n1011
900,"n1750,n1011",2016,2012,n1750,n1011
901,"n461,n1011",2016,2012,n461,n1011
902,"n580,n1011",2016,2012,n580,n1011
903,"n611,n1011",2014,2012,n611,n1011
904,"n686,n1011",2015,2012,n686,n1011
905,"n796,n1011",2015,2012,n796,n1011
906,"n1105,n1012",2018,2015,n1105,n1012
907,"n1111,n1012",2016,2015,n1111,n1012
908,"n1184,n1012",2018,2015,n1184,n1012
909,"n1470,n1012",2017,2015,n1470,n1012
910,"n1487,n1012",2017,2015,n1487,n1012
911,"n1525,n1012",2019,2015,n1525,n1012
912,"n671,n1012",2017,2015,n671,n1012
913,"n710,n1012",2016,2015,n710,n1012
914,"n1227,n1013",2018,2017,n1227,n1013
915,"n1473,n1013",2018,2017,n1473,n1013
916,"n1552,n1013",2019,2017,n1552,n1013
917,"n1609,n1013",2020,2017,n1609,n1013
918,"n1858,n1013",2021,2017,n1858,n1013
919,"n930,n1013",2019,2017,n930,n1013
920,"n950,n1013",2020,2017,n950,n1013
921,"n1000,n1014",2017,2016,n1000,n1014
922,"n1052,n1014",2020,2016,n1052,n1014
923,"n1119,n1014",2017,2016,n1119,n1014
924,"n1163,n1014",2017,2016,n1163,n1014
925,"n1514,n1014",2018,2016,n1514,n1014
926,"n1595,n1014",2019,2016,n1595,n1014
927,"n1723,n1014",2019,2016,n1723,n1014
928,"n1808,n1014",2021,2016,n1808,n1014
929,"n1088,n1015",2017,2016,n1088,n1015
930,"n1483,n1015",2019,2016,n1483,n1015
931,"n1509,n1015",2020,2016,n1509,n1015
932,"n1551,n1015",2019,2016,n1551,n1015
933,"n1861,n1015",2020,2016,n1861,n1015
934,"n1884,n1015",2021,2016,n1884,n1015
935,"n659,n1015",2019,2016,n659,n1015
936,"n1540,n1016",2020,2020,n1540,n1016
937,"n1693,n1016",2020,2020,n1693,n1016
938,"n1718,n1016",2021,2020,n1718,n1016
939,"n1782,n1016",2021,2020,n1782,n1016
940,"n1817,n1016",2020,2020,n1817,n1016
941,"n1875,n1016",2021,2020,n1875,n1016
942,"n1092,n1017",2020,2019,n1092,n1017
943,"n1545,n1017",2021,2019,n1545,n1017
944,"n1573,n1017",2021,2019,n1573,n1017
945,"n1616,n1017",2020,2019,n1616,n1017
946,"n783,n1017",2020,2019,n783,n1017
947,"n1283,n1018",2019,2014,n1283,n1018
948,"n1416,n1018",2018,2014,n1416,n1018
949,"n1577,n1018",2019,2014,n1577,n1018
950,"n1609,n1018",2020,2014,n1609,n1018
951,"n1781,n1018",2021,2014,n1781,n1018
952,"n565,n1018",2015,2014,n565,n1018
953,"n693,n1018",2016,2014,n693,n1018
954,"n984,n1018",2016,2014,n984,n1018
955,"n1350,n1019",2016,2014,n1350,n1019
956,"n1380,n1019",2018,2014,n1380,n1019
957,"n1420,n1019",2018,2014,n1420,n1019
958,"n1443,n1019",2020,2014,n1443,n1019
959,"n1676,n1019",2020,2014,n1676,n1019
960,"n544,n1019",2016,2014,n544,n1019
961,"n879,n1019",2017,2014,n879,n1019
962,"n1012,n102",2015,2010,n1012,n102
963,"n1037,n102",2016,2010,n1037,n102
964,"n1078,n102",2018,2010,n1078,n102
965,"n1080,n102",2014,2010,n1080,n102
966,"n1084,n102",2014,2010,n1084,n102
967,"n1121,n102",2017,2010,n1121,n102
968,"n114,n102",2012,2010,n114,n102
969,"n1202,n102",2018,2010,n1202,n102
970,"n1221,n102",2018,2010,n1221,n102
971,"n1223,n102",2020,2010,n1223,n102
972,"n1244,n102",2018,2010,n1244,n102
973,"n1295,n102",2019,2010,n1295,n102
974,"n1395,n102",2013,2010,n1395,n102
975,"n1419,n102",2015,2010,n1419,n102
976,"n1423,n102",2019,2010,n1423,n102
977,"n1434,n102",2018,2010,n1434,n102
978,"n1478,n102",2018,2010,n1478,n102
979,"n148,n102",2013,2010,n148,n102
980,"n1557,n102",2017,2010,n1557,n102
981,"n1576,n102",2020,2010,n1576,n102
982,"n1584,n102",2017,2010,n1584,n102
983,"n1645,n102",2018,2010,n1645,n102
984,"n1692,n102",2020,2010,n1692,n102
985,"n1711,n102",2019,2010,n1711,n102
986,"n1720,n102",2016,2010,n1720,n102
987,"n1742,n102",2017,2010,n1742,n102
988,"n1811,n102",2021,2010,n1811,n102
989,"n1835,n102",2020,2010,n1835,n102
990,"n189,n102",2014,2010,n189,n102
991,"n232,n102",2012,2010,n232,n102
992,"n256,n102",2013,2010,n256,n102
993,"n261,n102",2014,2010,n261,n102
994,"n268,n102",2011,2010,n268,n102
995,"n303,n102",2012,2010,n303,n102
996,"n304,n102",2014,2010,n304,n102
997,"n306,n102",2012,2010,n306,n102
998,"n312,n102",2014,2010,n312,n102
999,"n341,n102",2013,2010,n341,n102
1000,"n349,n102",2012,2010,n349,n102
1001,"n352,n102",2012,2010,n352,n102
1002,"n372,n102",2013,2010,n372,n102
1003,"n374,n102",2013,2010,n374,n102
1004,"n378,n102",2012,2010,n378,n102
1005,"n379,n102",2014,2010,n379,n102
1006,"n389,n102",2012,2010,n389,n102
1007,"n402,n102",2012,2010,n402,n102
1008,"n421,n102",2014,2010,n421,n102
1009,"n432,n102",2012,2010,n432,n102
1010,"n435,n102",2014,2010,n435,n102
1011,"n440,n102",2011,2010,n440,n102
1012,"n464,n102",2012,2010,n464,n102
1013,"n494,n102",2016,2010,n494,n102
1014,"n498,n102",2016,2010,n498,n102
1015,"n511,n102",2015,2010,n511,n102
1016,"n542,n102",2015,2010,n542,n102
1017,"n549,n102",2016,2010,n549,n102
1018,"n575,n102",2013,2010,n575,n102
1019,"n585,n102",2013,2010,n585,n102
1020,"n586,n102",2013,2010,n586,n102
1021,"n614,n102",2013,2010,n614,n102
1022,"n637,n102",2015,2010,n637,n102
1023,"n655,n102",2015,2010,n655,n102
1024,"n687,n102",2015,2010,n687,n102
1025,"n691,n102",2014,2010,n691,n102
1026,"n721,n102",2012,2010,n721,n102
1027,"n768,n102",2014,2010,n768,n102
1028,"n801,n102",2016,2010,n801,n102
1029,"n872,n102",2012,2010,n872,n102
1030,"n904,n102",2016,2010,n904,n102
1031,"n913,n102",2016,2010,n913,n102
1032,"n937,n102",2014,2010,n937,n102
1033,"n965,n102",2015,2010,n965,n102
1034,"n1158,n1020",2020,2018,n1158,n1020
1035,"n1167,n1020",2019,2018,n1167,n1020
1036,"n1291,n1020",2019,2018,n1291,n1020
1037,"n1537,n1020",2020,2018,n1537,n1020
1038,"n1545,n1020",2021,2018,n1545,n1020
1039,"n1788,n1020",2021,2018,n1788,n1020
1040,"n1016,n1021",2020,2016,n1016,n1021
1041,"n1073,n1021",2019,2016,n1073,n1021
1042,"n1274,n1021",2017,2016,n1274,n1021
1043,"n1312,n1021",2019,2016,n1312,n1021
1044,"n1316,n1021",2018,2016,n1316,n1021
1045,"n1693,n1021",2020,2016,n1693,n1021
1046,"n112,n1022",2013,2001,n112,n1022
1047,"n135,n1022",2010,2001,n135,n1022
1048,"n166,n1022",2014,2001,n166,n1022
1049,"n257,n1022",2007,2001,n257,n1022
1050,"n460,n1022",2011,2001,n460,n1022
1051,"n1091,n1023",2016,2013,n1091,n1023
1052,"n1660,n1023",2018,2013,n1660,n1023
1053,"n662,n1023",2014,2013,n662,n1023
1054,"n937,n1023",2014,2013,n937,n1023
1055,"n979,n1023",2015,2013,n979,n1023
1056,"n1045,n1024",2016,2015,n1045,n1024
1057,"n1263,n1024",2017,2015,n1263,n1024
1058,"n1649,n1024",2019,2015,n1649,n1024
1059,"n1773,n1024",2018,2015,n1773,n1024
1060,"n684,n1024",2015,2015,n684,n1024
1061,"n947,n1024",2017,2015,n947,n1024
1062,"n1294,n1025",2020,2020,n1294,n1025
1063,"n1727,n1025",2020,2020,n1727,n1025
1064,"n1780,n1025",2021,2020,n1780,n1025
1065,"n1888,n1025",2021,2020,n1888,n1025
1066,"n1295,n1026",2019,2017,n1295,n1026
1067,"n1655,n1026",2020,2017,n1655,n1026
1068,"n1692,n1026",2020,2017,n1692,n1026
1069,"n999,n1026",2019,2017,n999,n1026
1070,"n1282,n1027",2019,2014,n1282,n1027
1071,"n1548,n1027",2019,2014,n1548,n1027
1072,"n1692,n1027",2020,2014,n1692,n1027
1073,"n1177,n1028",2020,2017,n1177,n1028
1074,"n1233,n1028",2018,2017,n1233,n1028
1075,"n1641,n1028",2021,2017,n1641,n1028
1076,"n1701,n1028",2021,2017,n1701,n1028
1077,"n1716,n1028",2020,2017,n1716,n1028
1078,"n1798,n1029",2017,2010,n1798,n1029
1079,"n425,n1029",2014,2010,n425,n1029
1080,"n1016,n103",2020,2015,n1016,n103
1081,"n1031,n103",2017,2015,n1031,n103
1082,"n1035,n103",2016,2015,n1035,n103
1083,"n1073,n103",2019,2015,n1073,n103
1084,"n1074,n103",2016,2015,n1074,n103
1085,"n1079,n103",2017,2015,n1079,n103
1086,"n111,n103",2016,2015,n111,n103
1087,"n1145,n103",2016,2015,n1145,n103
1088,"n1185,n103",2017,2015,n1185,n103
1089,"n1205,n103",2017,2015,n1205,n103
1090,"n1246,n103",2018,2015,n1246,n103
1091,"n1251,n103",2018,2015,n1251,n103
1092,"n1266,n103",2017,2015,n1266,n103
1093,"n1274,n103",2017,2015,n1274,n103
1094,"n1287,n103",2019,2015,n1287,n103
1095,"n1297,n103",2017,2015,n1297,n103
1096,"n1341,n103",2019,2015,n1341,n103
1097,"n1369,n103",2021,2015,n1369,n103
1098,"n1450,n103",2020,2015,n1450,n103
1099,"n1457,n103",2017,2015,n1457,n103
1100,"n1474,n103",2019,2015,n1474,n103
1101,"n1482,n103",2018,2015,n1482,n103
1102,"n1507,n103",2019,2015,n1507,n103
1103,"n1520,n103",2017,2015,n1520,n103
1104,"n1524,n103",2019,2015,n1524,n103
1105,"n1539,n103",2018,2015,n1539,n103
1106,"n1540,n103",2020,2015,n1540,n103
1107,"n1570,n103",2021,2015,n1570,n103
1108,"n1630,n103",2017,2015,n1630,n103
1109,"n1693,n103",2020,2015,n1693,n103
1110,"n1712,n103",2020,2015,n1712,n103
1111,"n1746,n103",2021,2015,n1746,n103
1112,"n1870,n103",2019,2015,n1870,n103
1113,"n1875,n103",2021,2015,n1875,n103
1114,"n198,n103",2017,2015,n198,n103
1115,"n363,n103",2016,2015,n363,n103
1116,"n419,n103",2015,2015,n419,n103
1117,"n470,n103",2016,2015,n470,n103
1118,"n477,n103",2018,2015,n477,n103
1119,"n603,n103",2019,2015,n603,n103
1120,"n605,n103",2015,2015,n605,n103
1121,"n663,n103",2020,2015,n663,n103
1122,"n685,n103",2016,2015,n685,n103
1123,"n695,n103",2017,2015,n695,n103
1124,"n792,n103",2018,2015,n792,n103
1125,"n812,n103",2017,2015,n812,n103
1126,"n865,n103",2017,2015,n865,n103
1127,"n901,n103",2018,2015,n901,n103
1128,"n936,n103",2018,2015,n936,n103
1129,"n969,n103",2017,2015,n969,n103
1130,"n984,n103",2016,2015,n984,n103
1131,"n1257,n1030",2019,2017,n1257,n1030
1132,"n564,n1030",2017,2017,n564,n1030
1133,"n659,n1030",2019,2017,n659,n1030
1134,"n1357,n1031",2019,2017,n1357,n1031
1135,"n1442,n1031",2019,2017,n1442,n1031
1136,"n1716,n1031",2020,2017,n1716,n1031
1137,"n608,n1031",2020,2017,n608,n1031
1138,"n1205,n1032",2017,2016,n1205,n1032
1139,"n1341,n1032",2019,2016,n1341,n1032
1140,"n1516,n1032",2018,2016,n1516,n1032
1141,"n1795,n1032",2020,2016,n1795,n1032
1142,"n1165,n1033",2017,2009,n1165,n1033
1143,"n1841,n1033",2014,2009,n1841,n1033
1144,"n60,n1033",2011,2009,n60,n1033
1145,"n1216,n1034",2019,2018,n1216,n1034
1146,"n1519,n1034",2020,2018,n1519,n1034
1147,"n1653,n1034",2021,2018,n1653,n1034
1148,"n1112,n1035",2018,2016,n1112,n1035
1149,"n830,n1035",2019,2016,n830,n1035
1150,"n1488,n1036",2020,2018,n1488,n1036
1151,"n1020,n1039",2018,2016,n1020,n1039
1152,"n1055,n1039",2019,2016,n1055,n1039
1153,"n1134,n1039",2018,2016,n1134,n1039
1154,"n1158,n1039",2020,2016,n1158,n1039
1155,"n1189,n1039",2017,2016,n1189,n1039
1156,"n1195,n1039",2017,2016,n1195,n1039
1157,"n1361,n1039",2017,2016,n1361,n1039
1158,"n1485,n1039",2019,2016,n1485,n1039
1159,"n1537,n1039",2020,2016,n1537,n1039
1160,"n1112,n104",2018,2017,n1112,n104
1161,"n1124,n104",2018,2017,n1124,n104
1162,"n1141,n104",2020,2017,n1141,n104
1163,"n1223,n104",2020,2017,n1223,n104
1164,"n1278,n104",2021,2017,n1278,n104
1165,"n1291,n104",2019,2017,n1291,n104
1166,"n1294,n104",2020,2017,n1294,n104
1167,"n1385,n104",2019,2017,n1385,n104
1168,"n1407,n104",2019,2017,n1407,n104
1169,"n1450,n104",2020,2017,n1450,n104
1170,"n1469,n104",2019,2017,n1469,n104
1171,"n1483,n104",2019,2017,n1483,n104
1172,"n1485,n104",2019,2017,n1485,n104
1173,"n1489,n104",2020,2017,n1489,n104
1174,"n1500,n104",2020,2017,n1500,n104
1175,"n1521,n104",2020,2017,n1521,n104
1176,"n1545,n104",2021,2017,n1545,n104
1177,"n1594,n104",2020,2017,n1594,n104
1178,"n1608,n104",2021,2017,n1608,n104
1179,"n1609,n104",2020,2017,n1609,n104
1180,"n1626,n104",2021,2017,n1626,n104
1181,"n1669,n104",2020,2017,n1669,n104
1182,"n1749,n104",2019,2017,n1749,n104
1183,"n1760,n104",2019,2017,n1760,n104
1184,"n1765,n104",2021,2017,n1765,n104
1185,"n1766,n104",2021,2017,n1766,n104
1186,"n1806,n104",2021,2017,n1806,n104
1187,"n1807,n104",2021,2017,n1807,n104
1188,"n1813,n104",2021,2017,n1813,n104
1189,"n1828,n104",2020,2017,n1828,n104
1190,"n1856,n104",2021,2017,n1856,n104
1191,"n431,n104",2018,2017,n431,n104
1192,"n603,n104",2019,2017,n603,n104
1193,"n783,n104",2020,2017,n783,n104
1194,"n830,n104",2019,2017,n830,n104
1195,"n850,n104",2018,2017,n850,n104
1196,"n917,n104",2019,2017,n917,n104
1197,"n925,n104",2020,2017,n925,n104
1198,"n934,n104",2020,2017,n934,n104
1199,"n936,n104",2018,2017,n936,n104
1200,"n940,n104",2020,2017,n940,n104
1201,"n1010,n1040",2017,2017,n1010,n1040
1202,"n1102,n1040",2019,2017,n1102,n1040
1203,"n1262,n1040",2019,2017,n1262,n1040
1204,"n1360,n1040",2019,2017,n1360,n1040
1205,"n1480,n1040",2018,2017,n1480,n1040
1206,"n1570,n1040",2021,2017,n1570,n1040
1207,"n1628,n1040",2021,2017,n1628,n1040
1208,"n1702,n1040",2021,2017,n1702,n1040
1209,"n1809,n1040",2021,2017,n1809,n1040
1210,"n1074,n1041",2016,2015,n1074,n1041
1211,"n1145,n1041",2016,2015,n1145,n1041
1212,"n1571,n1041",2020,2015,n1571,n1041
1213,"n1606,n1041",2017,2015,n1606,n1041
1214,"n1645,n1041",2018,2015,n1645,n1041
1215,"n933,n1041",2018,2015,n933,n1041
1216,"n1291,n1042",2019,2015,n1291,n1042
1217,"n1333,n1042",2015,2015,n1333,n1042
1218,"n1551,n1042",2019,2015,n1551,n1042
1219,"n1662,n1042",2020,2015,n1662,n1042
1220,"n1864,n1042",2021,2015,n1864,n1042
1221,"n1126,n1043",2016,2015,n1126,n1043
1222,"n1178,n1043",2017,2015,n1178,n1043
1223,"n1343,n1043",2019,2015,n1343,n1043
1224,"n1720,n1043",2016,2015,n1720,n1043
1225,"n1078,n1044",2018,2017,n1078,n1044
1226,"n1264,n1044",2020,2017,n1264,n1044
1227,"n1312,n1044",2019,2017,n1312,n1044
1228,"n1745,n1044",2020,2017,n1745,n1044
1229,"n1782,n1044",2021,2017,n1782,n1044
1230,"n1071,n1045",2018,2016,n1071,n1045
1231,"n1093,n1045",2017,2016,n1093,n1045
1232,"n1187,n1045",2019,2016,n1187,n1045
1233,"n1477,n1045",2019,2016,n1477,n1045
1234,"n1766,n1045",2021,2016,n1766,n1045
1235,"n773,n1045",2016,2016,n773,n1045
1236,"n1646,n1046",2020,2019,n1646,n1046
1237,"n1692,n1046",2020,2019,n1692,n1046
1238,"n1694,n1046",2020,2019,n1694,n1046
1239,"n1822,n1046",2021,2019,n1822,n1046
1240,"n1348,n1047",2019,2016,n1348,n1047
1241,"n1374,n1047",2019,2016,n1374,n1047
1242,"n1410,n1047",2018,2016,n1410,n1047
